0.04118257,0.8628964
0.03604838,0.8575546

0.04118257,0.8628964
0.09018798,0.8614275

0.04118257,0.8628964
0.04438796,0.8864625

0.05604905,0.08532152
0.05911336,0.08794676

0.05604905,0.08532152
0.03927532,0.104038

0.05604905,0.08532152
0.05377214,0.07297962

0.1850351,0.6243401
0.1799523,0.6275071

0.1850351,0.6243401
0.197721,0.6050699

0.1850351,0.6243401
0.2163209,0.6409068

0.2513662,0.5926664
0.2379545,0.589902

0.2513662,0.5926664
0.2664291,0.5924479

0.2513662,0.5926664
0.2484862,0.6519439

0.2901677,0.1697125
0.2969911,0.1633681

0.2901677,0.1697125
0.2940629,0.1853928

0.2901677,0.1697125
0.2523777,0.1680882

0.2975175,0.117721
0.2930571,0.1207883

0.2975175,0.117721
0.3028949,0.09397042

0.2975175,0.117721
0.3225629,0.119136

0.07775828,0.2242256
0.07759457,0.2216879

0.07775828,0.2242256
0.08840647,0.2310854

0.07775828,0.2242256
0.06742613,0.2373326

0.025556,0.1474761
0.01798248,0.1482243

0.025556,0.1474761
0.04290317,0.128855

0.025556,0.1474761
0.03048285,0.1475496

0.08573843,0.5784711
0.08954284,0.5692651

0.08573843,0.5784711
0.08058456,0.604083

0.08573843,0.5784711
0.05601962,0.6054806

0.2421904,0.3152522
0.2564439,0.3319755

0.2421904,0.3152522
0.2175383,0.3227824

0.2421904,0.3152522
0.2496606,0.2977912

0.2006569,0.1224494
0.1977832,0.1136986

0.2006569,0.1224494
0.2074993,0.1303664

0.2006569,0.1224494
0.1879688,0.1472698

0.2880766,0.5651931
0.3124012,0.5531407

0.2880766,0.5651931
0.2727761,0.5777413

0.2880766,0.5651931
0.2829508,0.5495963

0.266523,0.5492074
0.2688072,0.5570177

0.266523,0.5492074
0.2522295,0.5466185

0.266523,0.5492074
0.2717004,0.5406715

0.2062725,0.8956413
0.2004174,0.9098016

0.2062725,0.8956413
0.2034736,0.8874654

0.2062725,0.8956413
0.2274338,0.8912851

0.09018798,0.8614275
0.1042248,0.8438237

0.09018798,0.8614275
0.08689812,0.8815744

0.09018798,0.8614275
0.04118257,0.8628964

0.4871211,0.0929574
0.4872345,0.09291059

0.4871211,0.0929574
0.4832418,0.0984346

0.4871211,0.0929574
0.4716156,0.07029124

0.5820238,0.3487905
0.6022652,0.3620795

0.5820238,0.3487905
0.5319831,0.3932429

0.5820238,0.3487905
0.56277,0.3253667

0.1447157,0.4919487
0.1487545,0.4794226

0.1447157,0.4919487
0.152788,0.5204915

0.1447157,0.4919487
0.1288133,0.4881915

0.3985,0.370254
0.4037027,0.3680102

0.3985,0.370254
0.3978733,0.3772452

0.3985,0.370254
0.3903153,0.360587

0.6560524,0.1379297
0.6597683,0.1326213

0.6560524,0.1379297
0.6585938,0.1509445

0.6560524,0.1379297
0.6217068,0.1328375

0.4223034,0.7230337
0.4270853,0.7333105

0.4223034,0.7230337
0.3903041,0.7270325

0.4223034,0.7230337
0.4331561,0.7070244

0.4611783,0.5447585
0.4660678,0.5505685

0.4611783,0.5447585
0.4343344,0.5662771

0.4611783,0.5447585
0.4594768,0.5422209

0.7361596,0.3561315
0.7315658,0.3567677

0.7361596,0.3561315
0.7599832,0.3467941

0.7361596,0.3561315
0.7554408,0.3966404

0.9456856,0.6642009
0.9598364,0.6571578

0.9456856,0.6642009
0.9444497,0.67835

0.9456856,0.6642009
0.9341382,0.6506956

0.7682938,0.830862
0.7635325,0.8285075

0.7682938,0.830862
0.8024138,0.8284972

0.7682938,0.830862
0.7765765,0.8576578

0.7420369,0.7589601
0.7233791,0.7874004

0.7420369,0.7589601
0.7418903,0.7578084

0.7420369,0.7589601
0.7697313,0.7855803

0.6845999,0.9407852
0.6997219,0.9518316

0.6845999,0.9407852
0.6649455,0.93689

0.6845999,0.9407852
0.6800798,0.9142554

0.8608332,0.6544787
0.8644765,0.6518345

0.8608332,0.6544787
0.8545154,0.6738431

0.8608332,0.6544787
0.8222299,0.6502013

0.2156903,0.5129319
0.2193084,0.5304692

0.2156903,0.5129319
0.1943747,0.4937831

0.2156903,0.5129319
0.2362338,0.4986179

0.2564439,0.3319755
0.2678634,0.3340707

0.2564439,0.3319755
0.2430681,0.3606665

0.2564439,0.3319755
0.2421904,0.3152522

0.8554565,0.8023879
0.8671193,0.8228522

0.8554565,0.8023879
0.8390399,0.7912884

0.8554565,0.8023879
0.867101,0.7574084

0.06943823,0.760426
0.05990417,0.7571543

0.06943823,0.760426
0.07263871,0.7591955

0.06943823,0.760426
0.06787876,0.7988123

0.1094854,0.1118716
0.1087448,0.1127211

0.1094854,0.1118716
0.102924,0.09290888

0.1094854,0.1118716
0.1429807,0.1111704

0.1248888,0.3568365
0.1302251,0.3567718

0.1248888,0.3568365
0.119703,0.3590424

0.1248888,0.3568365
0.1302298,0.3478585

0.1709625,0.3614949
0.1774734,0.36231

0.1709625,0.3614949
0.1583615,0.3651207

0.1709625,0.3614949
0.1629683,0.355088

0.1583741,0.1591978
0.1577258,0.1636964

0.1583741,0.1591978
0.1581929,0.1584472

0.1583741,0.1591978
0.1762744,0.1450599

0.9588988,0.1452943
0.9702767,0.1570084

0.9588988,0.1452943
0.9363916,0.1310393

0.9588988,0.1452943
0.9706987,0.09513087

0.384043,0.3157895
0.385914,0.2881563

0.384043,0.3157895
0.4096178,0.317226

0.384043,0.3157895
0.3766763,0.3266158

0.2678634,0.3340707
0.2564439,0.3319755

0.2678634,0.3340707
0.2875926,0.2924172

0.2678634,0.3340707
0.28291,0.344464

0.1870956,0.3831791
0.1774734,0.36231

0.1870956,0.3831791
0.2174588,0.3704211

0.1870956,0.3831791
0.187118,0.3955748

0.5828217,0.1096678
0.5787448,0.110158

0.5828217,0.1096678
0.6260672,0.06974572

0.5828217,0.1096678
0.6217068,0.1328375

0.8589978,0.4242983
0.8554893,0.4148963

0.8589978,0.4242983
0.8604333,0.4245003

0.8589978,0.4242983
0.8575456,0.4257089

0.1799523,0.6275071
0.1626321,0.6219894

0.1799523,0.6275071
0.1850351,0.6243401

0.1799523,0.6275071
0.1763655,0.6600077

0.6798969,0.8120955
0.679902,0.813198

0.6798969,0.8120955
0.6357685,0.7940434

0.6798969,0.8120955
0.6871727,0.7989273

0.7305334,0.8502064
0.7255424,0.8476507

0.7305334,0.8502064
0.7313936,0.850302

0.7305334,0.8502064
0.6923808,0.8906691

0.6801777,0.7776898
0.6800307,0.771951

0.6801777,0.7776898
0.6871727,0.7989273

0.6801777,0.7776898
0.6290856,0.7820429

0.8453405,0.4691976
